Symbol,AssetType,Name,Description,Exchange,Currency,Country,Sector,Industry,Address,FullTimeEmployees,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,SharesShort,SharesShortPriorMonth,ShortRatio,ShortPercentOutstanding,ShortPercentFloat,PercentInsiders,PercentInstitutions,ForwardAnnualDividendRate,ForwardAnnualDividendYield,PayoutRatio,DividendDate,ExDividendDate,LastSplitFactor,LastSplitDate
BBY,Common Stock,"Best Buy Co., Inc","Best Buy Co., Inc. retails technology products in the United States, Canada, and Mexico. The company operates in two segments, Domestic and International. Its stores provide computing and mobile phones, such as computing and peripherals, e-readers, networking products, tablets, and wearables, as well as mobile phones comprising related mobile network carrier commissions; consumer electronics, including digital imaging, health and fitness, home theater, portable audio, and smart home products; and entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products. The company's stores also offer appliances, such as dishwashers, laundry appliances, ovens, refrigerators, blenders, coffee makers, and vacuums; and other products, such as beverages, snacks, and sundry items, as well as baby products, luggage, and sporting goods. In addition, it provides services comprising consultation, design, delivery, installation, memberships, protection plans, repair, set-up, and technical support services, as well as connected health services for aging consumers. The company offers its products through stores and Websites under the BestBuy, Best Buy Express, Best Buy Mobile, Geek Squad, Best Buy Health, CST, GreatCall, Lively, Magnolia, Pacific Kitchen, Home, greatcall.com, bestbuy.ca and bestbuy.com.mx brands, as well as through mobile applications and call centers. As of February 1, 2020, it had approximately 1,175 large-format and 56 small-format stores. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was founded in 1966 and is headquartered in Richfield, Minnesota.",NYSE,USD,USA,Consumer Cyclical,Specialty Retail,"7601 Penn Avenue South, Richfield, MN, United States, 55423",0,February,2020-11-30,29480886272,3507000064,16.6447,1.5725,17.683,2.35,0.0206,6.84,182.057,0.038,0.0565,0.0962,0.4458,47261999104,10596000000,6.84,0.092,0.115,116.9,16.6447,15.4799,0.6176,6.2656,0.5782,8.3624,1.5049,124.2072,47.2757,111.2406,110.891,258832000,234233012,6366286,6019855,2.52,0.02,0.0314,11.404,80.801,2.8,0.0252,0.2061,2021-04-08,2021-03-17,3:2,2005-08-04
