Date,LastPrice,ShareOut,MarketCap,EPS,EPSTTM,PER,BVPS,PBV,ROA%,ROE%,EV,EBITDA,EV/EBITDA,D/E,Debt/Totalcap,Debt/EBITDA
2018-10-31,70.16,276000000.0,19364160000.0,0.8840579710144928,3.7179775494884013,18.8704743549767,11.543478260869565,6.07789077212806,8.79679813224381,33.11362209667295,20374160000.0,348000000.0,58.546436781609195,2.764281230382925,0.21158129175946547,2.456896551724138
2018-11-30,64.59,272000000.0,17568480000.0,1.0183823529411764,3.928927469997145,16.439601008986543,11.073529411764707,5.832828685258964,7.286666666666666,36.288180610889775,17448480000.0,322000000.0,54.18782608695652,3.9800796812749004,0.3091743119266055,4.186335403726708
2018-12-31,52.96,272000000.0,14405120000.0,1.0183823529411764,3.928927469997145,13.479505642296441,11.073529411764707,4.782576361221779,7.286666666666666,36.288180610889775,14285120000.0,322000000.0,44.36372670807454,3.9800796812749004,0.3091743119266055,4.186335403726708
2019-01-31,59.24,272000000.0,16113280000.0,1.0183823529411764,3.928927469997145,15.077906235831595,11.073529411764707,5.349694555112881,7.286666666666666,36.288180610889775,15993280000.0,322000000.0,49.668571428571425,3.9800796812749004,0.3091743119266055,4.186335403726708
2019-02-28,68.84,265703000.0,18290994520.0,2.7662465233738422,5.408900370461183,12.727171011680227,12.44246395411418,5.532666218995765,11.347957522672662,44.283121597096184,20214994520.0,966000000.0,20.92649536231884,2.9022988505747125,0.01665675193337299,0.057971014492753624
2019-03-29,71.06,265703000.0,18880855180.0,2.7662465233738422,5.408900370461183,13.137605637565324,12.44246395411418,5.711087471264368,11.347957522672662,44.283121597096184,20804855180.0,966000000.0,21.537117163561078,2.9022988505747125,0.01665675193337299,0.057971014492753624
2019-04-30,74.41,265703000.0,19770960230.0,2.7662465233738422,5.408900370461183,13.756955185635176,12.44246395411418,5.980326748336358,11.347957522672662,44.283121597096184,21694960230.0,966000000.0,22.458550962732918,2.9022988505747125,0.01665675193337299,0.057971014492753624
2019-05-31,62.67,267000000.0,16732890000.0,0.9925093632958801,5.66119621062539,11.07009855662234,20.700374531835205,3.0274814546770403,10.45360824742268,45.348837209302324,17086890000.0,348000000.0,49.10025862068966,2.6902206320810973,0.2646349484762114,3.468390804597701
2019-06-28,69.73,267000000.0,18617910000.0,0.9925093632958801,5.66119621062539,12.317184814955734,20.700374531835205,3.368538085760811,10.45360824742268,45.348837209302324,18971910000.0,348000000.0,54.51698275862069,2.6902206320810973,0.2646349484762114,3.468390804597701
2019-07-31,76.53,267000000.0,20433510000.0,0.9925093632958801,5.66119621062539,13.518344383888747,20.700374531835205,3.697034557626199,10.45360824742268,45.348837209302324,20787510000.0,348000000.0,59.73422413793104,2.6902206320810973,0.2646349484762114,3.468390804597701
2019-08-30,63.65,265000000.0,16867250000.0,0.8981132075471698,5.675251447158067,11.21536210203925,20.81132075471698,3.0584315503173163,10.114835091467485,46.118721461187214,16895250000.0,323000000.0,52.30727554179567,2.880669710806697,0.2773867135943687,3.9040247678018574
2019-09-30,68.99,265000000.0,18282350000.0,0.8981132075471698,5.675251447158067,12.156289574543406,20.81132075471698,3.315022665457842,10.114835091467485,46.118721461187214,18310350000.0,323000000.0,56.68839009287926,2.880669710806697,0.2773867135943687,3.9040247678018574
2019-10-31,71.83,265000000.0,19034950000.0,0.8981132075471698,5.675251447158067,12.656707930706666,20.81132075471698,3.4514868540344517,10.114835091467485,46.118721461187214,19062950000.0,323000000.0,59.01842105263158,2.880669710806697,0.2773867135943687,3.9040247678018574
2019-11-29,80.64,256494000.0,20683676160.0,1.1423269160292249,5.799196010246115,13.905375824083876,20.760719548995297,3.884258433802817,9.045255819449368,48.992000000000004,20635676160.0,405000000.0,50.95228681481481,3.71232,0.28620374600274096,3.093827160493827
2019-12-31,87.8,256494000.0,22520173200.0,1.1423269160292249,5.799196010246115,15.14002972909926,20.760719548995297,4.229140507042254,9.045255819449368,48.992000000000004,22472173200.0,405000000.0,55.48684740740741,3.71232,0.28620374600274096,3.093827160493827
2020-01-31,84.69,256494000.0,21722476860.0,1.1423269160292249,5.799196010246115,14.60374849382023,20.760719548995297,4.079338377464789,9.045255819449368,48.992000000000004,21674476860.0,405000000.0,53.51722681481481,3.71232,0.28620374600274096,3.093827160493827
2020-02-28,75.65,257000000.0,19442050000.0,2.8988326848249026,5.931782171697176,12.753334126285921,21.85603112840467,3.46128716396653,9.883907382464242,44.29433745329118,20400050000.0,776000000.0,26.288724226804124,2.8669157803966656,0.267578947368421,1.6378865979381443
